id,block_timestamp,event_index,extrinsic_index,phase,module_id,event_id,extrinsic_hash,finalized,params
2732202500000,1755185778,27322025-0,,2,staking,EraPaid,0x0561e69a1087dee4ad4bdcb81b5eb8ec4ea3b62d288e4882825654fe63336a2f,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1899, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584054732686', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161892011650', 'name': 'remainder'}]"
2730767100000,1755099378,27307671-0,,2,staking,EraPaid,0x33f36ceece2d5c52cb6d3d25d754db9ec3bc62273b8753ef142c07e16c740b95,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1898, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
2729330900000,1755012978,27293309-0,,2,staking,EraPaid,0xae73751063d2e345e6acfbd0eed7beb703d0f3a73b605e88ad159c0f97112e46,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1897, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
2727895200000,1754926578,27278952-0,,2,staking,EraPaid,0x4bbc9b1f91c8d4a28943e1ccd553ad2dcc386eddaa7848348579b2466441aefe,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1896, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
2726458500000,1754840178,27264585-0,,2,staking,EraPaid,0xfa50401d4208bd1662108b64ae422705bc63bb2d93a8aedafa7f5de29a0b6a72,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1895, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
2725022300000,1754753778,27250223-0,,2,staking,EraPaid,0x45cc415dd0e28c874b763a3e5cecaad0bb2399f63f26fa91bdadcf6c1d657920,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1894, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
2723586900000,1754667378,27235869-0,,2,staking,EraPaid,0xfc852586336e84948cae4f8e9e06a54f2f32fc6c6efb739553445950d435a8aa,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1893, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794583990038747', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161880595073', 'name': 'remainder'}]"
2722149800000,1754580978,27221498-0,,2,staking,EraPaid,0x346f163771511e15324f6975878f387fa49347c570f91219a1d3ba2b56e3ed1e,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1892, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
2720712100000,1754494578,27207121-0,,2,staking,EraPaid,0xb6e482788181ec13e252216add3f388f36626ffbcb450c3d399cc661f0f72006,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1891, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794583990038747', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161880595073', 'name': 'remainder'}]"
2719274800000,1754408178,27192748-0,,2,staking,EraPaid,0xd1aa85cf38f6b4867b952b4fdecbaefd4d76d79aec52bd83d203bb9d01552417,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1890, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
2717836800000,1754321778,27178368-0,,2,staking,EraPaid,0xfd2ab40b6d047dc74e23a35a5905841c5bbdcd90fbfb4258aa812f4d033dbe83,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1889, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584054732686', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161892011650', 'name': 'remainder'}]"
